,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,year,cand_type
96,H0AZ01259,"GOSAR, PAUL DR.",I,2,REP,651498.66,19520.43,759239.4,0.0,121199.58,13458.84,0.0,0.0,0.0,0.0,0.0,0.0,391103.98,AZ,4.0,,,,,,240091.93,0.0,12/31/2020,28600.0,0.0,2020,H
97,H0AZ04535,"WARD, ANNE MARIE",C,2,REP,110341.74,0.0,110341.74,0.0,0.0,0.0,0.0,21245.66,0.0,214.42,0.0,0.0,87846.0,AZ,4.0,,,,,,0.0,0.0,12/31/2020,11520.0,0.0,2020,H
98,H2AZ04135,"GOULD, RON",C,2,REP,0.0,0.0,0.0,0.0,4473.28,4473.28,0.0,0.0,0.0,0.0,0.0,141741.2,0.0,AZ,4.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
100,H0AZ05185,"RAMOS, JAVIER GARCIA MR.",C,1,DEM,7072.82,0.0,6845.2,0.0,0.0,227.62,7072.82,0.0,0.0,0.0,0.0,0.0,0.0,AZ,5.0,,,,,,0.0,0.0,08/22/2020,0.0,0.0,2020,H
101,H8AZ05154,"GREENE, JOAN",C,1,DEM,228587.69,0.0,225188.62,0.0,1837.41,4236.48,0.0,8944.79,0.0,12589.48,0.0,142880.31,217594.73,AZ,5.0,,,,,,1048.17,1000.0,12/31/2020,2810.0,0.0,2020,H
103,H6AZ05083,"BIGGS, ANDY MR.",I,2,REP,1704233.12,19520.43,1338431.77,0.0,285245.51,651046.86,0.0,0.0,0.0,91000.0,0.0,40000.0,1312957.5,AZ,5.0,,,,,,363780.0,0.0,12/31/2020,4770.0,1000.0,2020,H
104,H6AZ05091,"OLSON, JUSTIN",O,2,REP,0.0,0.0,703.23,0.0,703.23,0.0,0.0,0.0,0.0,703.23,0.0,99296.77,0.0,AZ,5.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
106,H0AZ06068,"RIMMER, STEPHANIE S",C,1,DEM,190419.39,0.0,191113.11,0.0,0.0,0.0,15.0,119000.0,0.0,28164.29,0.0,86335.71,69780.25,AZ,6.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
107,H0AZ06084,"GENTLES, KARL E",C,1,DEM,256954.8,0.0,254413.74,0.0,0.0,2541.06,0.0,0.0,0.0,0.0,0.0,0.0,256954.8,AZ,6.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
108,H8AZ06103,"MALIK, ANITA",C,1,DEM,260453.04,0.0,266206.92,0.0,6195.48,441.6,0.0,0.0,0.0,0.0,0.0,0.0,259443.98,AZ,6.0,,,,,,0.0,0.0,12/31/2020,1535.0,0.0,2020,H
109,H8AZ08083,"TIPIRNENI, HIRAL VYAS",C,1,DEM,6348267.98,305247.06,6413897.02,0.0,100601.74,34972.7,26406.09,0.0,0.0,0.0,0.0,70000.0,5282533.94,AZ,6.0,,,,,,646538.77,0.0,12/31/2020,46982.53,212.02,2020,H
110,H0AZ01184,"FLAKE, JEFF MR.",C,2,REP,4140.04,0.0,30996.47,0.0,1121967.48,1095111.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,6.0,,,,,,3261.11,0.0,12/31/2020,0.0,0.0,2020,H
111,H4AZ06045,"SCHWEIKERT, DAVID S.",I,2,REP,2298670.48,184539.06,2283320.82,10000.0,44232.49,59582.15,0.0,0.0,0.0,0.0,0.0,70152.6,1433141.94,AZ,6.0,,,,,,680535.52,0.0,12/31/2020,31441.71,1900.0,2020,H
112,H0AZ06092,"LEWELLEN, TOM MR.",C,3,C,13615.0,0.0,12929.84,0.0,0.0,-3292.84,0.0,10200.0,0.0,0.0,0.0,0.0,3415.0,AZ,6.0,,,,,,0.0,0.0,12/31/2020,1930.3,0.0,2020,H
113,H2AZ02055,"PASTOR, ED L",C,1,DEM,0.0,0.0,2962.34,0.0,97406.64,94444.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,7.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
114,H4AZ07043,"GALLEGO, RUBEN",I,1,DEM,1826462.48,0.0,1668669.29,0.0,459177.86,616971.05,0.0,0.0,0.0,0.0,0.0,0.0,1078495.12,AZ,7.0,,,,,,745508.81,0.0,12/31/2020,12250.0,0.0,2020,H
116,H0AZ07082,"BARNETT, JOSH",C,2,REP,28093.0,0.0,17882.67,0.0,0.0,10210.33,0.0,2650.0,0.0,0.0,0.0,2650.0,22068.0,AZ,7.0,,,,,,3375.0,0.0,10/14/2020,0.0,0.0,2020,H
117,H0AZ08072,"MUSCATO, MICHAEL ARCHANGEL",C,1,DEM,409500.75,0.0,399329.13,0.0,0.0,10171.62,22869.13,36000.0,0.0,40000.0,0.0,0.0,334990.11,AZ,8.0,,,,,,4103.43,4500.0,12/31/2020,4556.83,0.0,2020,H
118,H0AZ08080,"OLSEN, ROBERT",C,1,DEM,60020.2,0.0,26658.0,300.0,0.0,33363.2,0.0,50000.0,0.0,0.0,0.0,50000.0,10020.2,AZ,8.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
119,H8AZ08208,"SAWDY, STEVEN",C,1,DEM,0.0,0.0,767.1,0.0,767.1,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,AZ,8.0,,,,,,0.0,0.0,11/24/2020,767.1,0.0,2020,H
120,H8AZ08232,"MUSSELWHITE, ROBERT RICHARD",C,1,DEM,19678.28,1444.4,20226.68,0.0,407.0,0.0,15716.55,0.0,0.0,0.0,0.0,0.0,3961.2,AZ,8.0,,,,,,0.0,0.0,09/12/2020,0.0,0.0,2020,H
122,H8AZ08158,"LESKO, DEBBIE",I,2,REP,1614574.2,142879.99,996781.94,12000.0,70840.67,688632.93,0.0,0.0,0.0,0.0,0.0,0.0,950077.08,AZ,8.0,,,,,,397031.76,0.0,12/31/2020,6330.61,2500.0,2020,H
123,H0AZ09062,"FUENTES-WOLFE, TALIA",C,1,DEM,11529.0,0.0,11529.0,0.0,0.0,0.0,0.0,11529.0,0.0,0.0,0.0,11529.0,0.0,AZ,9.0,,,,,,0.0,0.0,03/31/2020,0.0,0.0,2020,H
124,H2AZ09019,"SINEMA, KYRSTEN",I,1,DEM,3625299.95,249066.85,1341085.36,0.0,171526.59,2455741.18,0.0,0.0,0.0,0.0,0.0,0.0,2161827.39,AZ,9.0,,,,,,1058603.69,16500.0,12/31/2020,46376.49,0.0,2020,H
125,H2AZ09027,"SCHAPIRA, DAVID",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.07,0.0,AZ,9.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
126,H8AZ09040,"STANTON, GREG",I,1,DEM,2020240.34,0.0,1019971.13,0.0,44385.39,1044654.6,0.0,0.0,0.0,0.0,0.0,0.0,1350833.95,AZ,9.0,,,,,,655960.88,390.55,12/31/2020,5566.0,0.0,2020,H
128,H0AZ03321,"PARKER, VERNON",C,2,REP,0.0,0.0,0.0,0.0,4619.9,4619.9,0.0,0.0,0.0,0.0,0.0,15813.62,0.0,AZ,9.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
129,H0AZ09021,"TUTORA, NICHOLAS",C,2,REP,64827.0,0.0,61089.62,0.0,0.0,171.26,1500.0,56850.0,0.0,40000.0,0.0,15500.0,6477.0,AZ,9.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
130,H2AZ06155,"GRANTHAM, TRAVIS W.",O,2,REP,0.0,0.0,360.0,0.0,-6271.01,-6631.01,0.0,0.0,0.0,0.0,0.0,304411.5,0.0,AZ,9.0,,,,,,0.0,0.0,12/31/2020,0.0,0.0,2020,H
