,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,year,cand_type
3498,S2AK00168,"THORNE, SEAN MICHAEL",C,3,LIB,4842.49,0.0,4842.49,129.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4739.01,AK,0.0,,,,,,0.0,103.48,08/26/2022,100.0,0.0,2022,S
3499,S2AK00135,"LEE, HUHNKIE",C,3,UN,33534.57,0.0,25244.57,0.0,0.0,8290.0,7213.97,0.0,0.0,0.0,0.0,0.0,26320.6,AK,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3500,S2AL00236,"JACKSON, LANNY EDWARD MR.",O,1,DEM,48.25,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,5792.75,48.25,AL,0.0,,,,,,0.0,0.0,05/24/2022,0.0,0.0,2022,S
3501,S2AL00251,"BOYD, WILLIE EUGENE DR. JR.",O,1,DEM,134567.28,0.0,121509.06,0.0,0.0,13058.22,5259.21,5400.0,0.0,0.0,0.0,5400.0,112153.96,AL,0.0,,,,,,4000.0,5900.0,12/31/2022,5800.0,0.0,2022,S
3502,S6AL00302,"CRUMPTON, RONALD (RON) STEVEN",C,1,DEM,0.0,0.0,0.0,0.0,5.76,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,2022,S
3503,S0AL00206,"BYRNE, BRADLEY ROBERTS",C,2,REP,2642.96,0.0,13066.9,0.0,14357.07,3933.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3504,S0AL00230,"TUBERVILLE, THOMAS H",I,2,REP,1077554.32,31941.07,1115622.93,0.0,173479.84,135411.23,0.0,0.0,0.0,40041.37,0.0,160520.06,794814.75,AL,0.0,,,,,,232850.0,0.0,12/31/2022,11850.0,0.0,2022,S
3505,S0AL00263,"MOONEY, ARNOLD",C,2,REP,0.0,0.0,3721.1,0.0,3721.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,2021,S
3506,S0AL00289,"MERRILL, JOHN H",C,2,REP,0.0,0.0,71694.56,0.0,297530.34,225835.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,12/31/2022,19500.0,0.0,2022,S
3507,S2AL00137,"BLANCHARD, LYNDA",O,2,REP,6663585.36,0.0,6663585.36,0.0,0.0,0.0,1049323.66,5111000.0,0.0,5001000.0,0.0,0.0,493692.95,AL,0.0,,,,,,5000.0,0.0,12/06/2021,236100.0,0.0,2021,S
3508,S2AL00145,"BRITT, KATIE BOYD",O,2,REP,11452928.7,711044.04,9744197.22,95955.14,0.0,1708731.48,0.0,0.0,0.0,0.0,0.0,30327.0,9080849.3,AL,0.0,,,,,,1605560.0,51200.0,12/31/2022,29611.21,1300.0,2022,S
3509,S2AL00152,"TAYLOR, JESSICA",O,2,REP,281943.26,0.0,276559.63,0.0,0.0,5383.63,0.0,0.0,0.0,0.0,0.0,186990.61,281278.74,AL,0.0,,,,,,0.0,0.0,03/31/2022,46431.0,0.0,2022,S
3510,S2AL00160,"SCHAFER, JACOB MARC",O,2,REP,3768.48,0.0,3667.29,0.0,0.0,101.19,0.0,0.0,0.0,0.0,0.0,0.0,3768.48,AL,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3511,S2AL00202,"DURANT, MICHAEL",O,2,REP,10033387.38,0.0,10033387.38,0.0,0.0,0.0,0.0,9450000.0,0.0,4968351.36,0.0,0.0,570090.81,AL,0.0,,,,,,7000.0,0.0,09/30/2022,117395.0,0.0,2022,S
3512,S2AL00228,"DUPRIEST, KARLA",O,2,REP,4900.0,0.0,4900.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,4700.0,AL,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,2022,S
3513,S6AL00013,"SHELBY, RICHARD C",I,2,REP,22602.85,0.0,4323041.85,0.0,9764269.18,5463830.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3514,S6AL00195,"SESSIONS, JEFFERSON B",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,2021,S
3515,S8AL00308,"STRANGE, LUTHER J III",I,2,REP,0.0,0.0,14751.65,0.0,59044.85,51043.2,0.0,0.0,0.0,0.0,0.0,179329.61,0.0,AL,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3516,S8AL00381,"BROOKS, MO",O,2,REP,3615102.95,0.0,4750635.47,0.0,1137501.18,1968.66,0.0,0.0,0.0,0.0,0.0,0.0,3392131.66,AL,0.0,,,,,,93500.0,0.0,12/31/2022,329546.0,5500.0,2022,S
3517,S0AR00218,"WHITFIELD, DANIEL ALLEN",C,1,DEM,33701.87,0.0,54001.93,0.0,20309.16,9.1,0.0,5000.0,0.0,0.0,0.0,5039.84,28376.35,AR,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3518,S2AR00115,"JAMES, NATALIE",C,1,DEM,81480.89,0.0,81265.58,0.0,0.0,215.31,0.0,10109.57,801.05,5000.0,0.0,5910.62,69437.27,AR,0.0,,,,,,1000.0,75.0,12/31/2022,15.0,0.0,2022,S
3519,S0AR00150,"BOOZMAN, SEN. JOHN",I,2,REP,6769987.02,718744.84,6784608.71,0.0,906841.37,892219.68,0.0,0.0,0.0,0.0,0.0,0.0,3225487.7,AR,0.0,,,,,,2768717.33,54700.0,12/31/2022,24550.0,19500.0,2022,S
3520,S2AR00073,"LOFTIS, HEATH PASTOR",C,2,REP,39678.45,0.0,40178.45,0.0,100.0,0.0,22452.25,0.0,0.0,0.0,0.0,0.0,16390.49,AR,0.0,,,,,,0.0,100.0,05/25/2022,0.0,0.0,2022,S
3521,S2AR00081,"MORGAN, JAN",C,2,REP,622788.57,0.0,622788.57,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,615982.17,AR,0.0,,,,,,0.0,0.0,07/27/2022,2135.0,0.0,2022,S
3522,S2AR00099,"DEEL, MICHAEL",C,2,REP,16225.5,0.0,16119.49,0.0,0.0,106.01,16071.45,0.0,0.0,0.0,0.0,0.0,154.05,AR,0.0,,,,,,0.0,0.0,09/30/2021,155.42,0.0,2021,S
3523,S2AR00107,"BEQUETTE, JAKE MR.",C,2,REP,1395154.14,0.0,1390350.93,0.0,0.0,4803.21,43800.0,0.0,0.0,0.0,0.0,14953.71,1347651.37,AR,0.0,,,,,,2000.0,0.0,12/31/2022,247220.0,0.0,2022,S
3524,S4AR00103,"COTTON, THOMAS",I,2,REP,4878968.62,1368642.23,3492022.96,300.0,6396952.99,7783898.65,0.0,0.0,0.0,0.0,0.0,73959.0,3356793.15,AR,0.0,,,,,,122000.0,0.0,12/31/2022,3000.0,0.0,2022,S
3525,S0AR00226,"HARRINGTON, RICKY DALE MR. JR",C,3,LIB,1185.35,0.0,16712.54,10467.37,15527.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,AR,0.0,,,,,,0.0,0.0,03/11/2021,0.0,0.0,2021,S
3526,S0AZ00350,"KELLY, MARK",I,1,DEM,92771344.07,3081428.16,92715992.35,0.0,1402523.46,1457875.18,0.0,0.0,0.0,0.0,0.0,0.0,86182200.14,AZ,0.0,,,,,,1477485.09,51200.0,12/31/2022,1905694.95,13800.0,2022,S
3527,S0AZ00376,"MCCARTHY, DANIEL",C,2,REP,9695.15,0.0,8848.35,0.0,79.74,926.54,6500.0,3000.0,0.0,0.0,0.0,514648.5,0.0,AZ,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3528,S2AZ00141,"FLAKE, JEFF",I,2,REP,0.0,0.0,253916.17,0.0,1095111.05,841194.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3529,S2AZ00323,"PAVEZA, ROBERT",C,2,REP,6731.13,0.0,6731.13,0.0,0.0,0.0,335.13,0.0,0.0,0.0,0.0,0.0,6396.0,AZ,0.0,,,,,,0.0,0.0,04/14/2022,0.0,0.0,2022,S
3530,S2AZ00331,"LAMON, JIM MR",C,2,REP,19564450.37,0.0,19553632.13,0.0,0.0,10818.24,33443.0,18376000.0,0.0,0.0,0.0,18457778.98,1143923.34,AZ,0.0,,,,,,1000.0,0.0,12/31/2022,185218.67,0.0,2022,S
3531,S2AZ00349,"MCGUIRE, MICHAEL MICK",C,2,REP,2715996.01,0.0,2714375.84,0.0,0.0,1620.17,51374.71,1141655.0,0.0,0.0,0.0,1141655.0,1508232.05,AZ,0.0,,,,,,9500.0,0.0,12/31/2022,247203.08,2900.0,2022,S
3532,S2AZ00356,"BRNOVICH, MARK MR.",C,2,REP,3184414.92,0.0,3179169.44,0.0,0.0,5245.48,5800.0,0.0,0.0,0.0,0.0,460563.2,3138703.94,AZ,0.0,,,,,,16500.0,0.0,12/31/2022,419813.08,0.0,2022,S
3533,S2AZ00372,"MASTERS, BLAKE",C,2,REP,15659648.59,1263085.84,15559518.7,120471.81,0.0,100129.89,21333.5,1028501.25,0.0,324586.53,0.0,823325.88,12638177.0,AZ,0.0,,,,,,379886.91,56400.0,12/31/2022,478065.34,8500.0,2022,S
3534,S2AZ00380,"OLSON, JUSTIN",C,2,REP,323229.79,0.0,297090.04,0.0,0.0,25708.3,6707.85,17000.0,0.0,0.0,0.0,17170.0,298521.57,AZ,0.0,,,,,,1000.0,0.0,12/31/2022,83822.0,0.0,2022,S
3535,S6AZ00217,"MELUSKEY, ALEXANDER",C,2,REP,302.4,60.48,106.35,0.0,6011.94,6247.72,0.0,0.0,0.0,0.0,0.0,791373.02,302.4,AZ,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3536,S8AZ00197,"SINEMA, KYRSTEN",I,3,IND,8113875.57,572529.81,2332394.79,0.0,2455741.18,8237221.96,0.0,0.0,0.0,0.0,0.0,0.0,6099444.39,AZ,0.0,,,,,,1441500.0,0.0,12/31/2022,195381.73,13500.0,2022,S
3537,S2AZ00299,"VICTOR, MARC J",C,3,LIB,138786.43,5000.0,141454.0,0.0,100.0,-2567.57,0.0,0.0,0.0,0.0,0.0,0.0,104086.43,AZ,0.0,,,,,,20200.0,0.0,12/31/2022,0.0,0.0,2022,S
3538,S0AZ00145,"HESS, BARRY J II",,3,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,0.0,,,,,,0.0,0.0,01/26/2021,0.0,0.0,2021,S
3539,S0CA00199,"FEINSTEIN, DIANNE",I,1,DEM,8812.82,0.0,46862.93,0.0,48018.67,9968.56,0.0,0.0,0.0,0.0,0.0,505247.0,5634.1,CA,0.0,,,,,,3000.0,0.0,12/31/2022,-1225.0,-300.0,2022,S
3540,S2CA00955,"PADILLA, ALEX",I,1,DEM,11784617.88,203172.87,4566222.01,0.0,234830.79,7453226.66,0.0,0.0,0.0,0.0,0.0,0.0,9352290.72,CA,0.0,,,,,,2227671.43,376.85,12/31/2022,110350.07,11400.0,2022,S
3541,S2CA00989,"INGRAM, DENARD TYRONE",C,1,DEM,15358.42,0.0,10348.45,0.0,-4979.0,30.97,14796.42,0.0,0.0,0.0,0.0,0.0,562.0,CA,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,2022,S
3542,S2CA01193,"THEODORE, CHRIS MARK MR.",C,1,DEM,233250.0,0.0,228580.26,0.0,0.0,4669.74,7500.0,222500.0,0.0,0.0,0.0,222500.0,3250.0,CA,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3543,S2CA01201,"THEODORE, CHRIS MARK MR.",C,1,DEM,233250.0,0.0,228580.26,0.0,0.0,4669.74,7500.0,222500.0,0.0,0.0,0.0,222500.0,3250.0,CA,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3544,S2CA01219,"ARNOLD, MARIE ENCAR",C,1,DEM,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,0.0,,,,,,0.0,0.0,05/01/2022,0.0,0.0,2022,S
3545,S2CA01227,"ARNOLD, MARIE ENCAR A",C,1,DEM,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,0.0,,,,,,0.0,0.0,05/01/2022,0.0,0.0,2022,S
3546,S2CA01276,"URSICH, TIMOTHY J DR",C,1,DEM,15737.46,0.0,1726.51,0.0,0.0,14010.95,0.0,15388.46,0.0,0.0,0.0,15388.46,349.0,CA,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3547,S2CA01284,"O'DOWD, DAN",C,1,DEM,7679666.68,0.0,7550358.83,0.0,0.0,129307.85,0.0,7648600.0,0.0,0.0,0.0,7648600.0,0.0,CA,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3548,S4CA00431,"INGRAM, DENARD",,1,DEM,15358.42,0.0,10348.45,0.0,-4979.0,30.97,14796.42,0.0,0.0,0.0,0.0,0.0,562.0,CA,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,2022,S
3549,S6CA00691,"SANCHEZ, LORETTA",O,1,DEM,0.0,0.0,6100.92,0.0,10532.86,4431.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3550,S2CA00872,"LIEW, SARAH DR.",C,2,REP,136900.0,0.0,137983.4,0.0,989.69,20.29,0.0,131900.0,0.0,0.0,0.0,233939.24,5000.0,CA,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3551,S2CA00898,"LUCERO, ROBERT GEORGE MR JR",C,2,REP,13831.18,0.0,10087.02,0.0,0.0,3371.95,0.0,0.0,0.0,0.0,0.0,0.0,13831.18,CA,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,2022,S
3552,S2CA00948,"ZHOU, LIJUN (LILY)",C,2,REP,31742.38,0.0,29492.19,0.0,79.08,223.45,0.0,14100.0,0.0,5463.1,0.0,8636.9,17642.38,CA,0.0,,,,,,0.0,0.0,07/06/2022,150.0,0.0,2022,S
3553,S2CA00971,"TAYLOR, PAUL A MR",C,2,REP,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,47.9,0.0,50.0,CA,0.0,,,,,,0.0,0.0,03/13/2021,50.0,0.0,2021,S
3554,S2CA00997,"GIRARD, YVONNE RENEE",C,2,REP,25440.0,0.0,10269.22,0.0,0.0,15163.66,21120.0,0.0,0.0,0.0,0.0,0.0,4020.0,CA,0.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,2021,S
3555,S2CA01003,"HENG, ELIZABETH",C,2,REP,204550.25,0.0,199304.36,0.0,0.0,5245.89,0.0,0.0,0.0,0.0,0.0,96415.88,191550.25,CA,0.0,,,,,,13000.0,0.0,12/31/2022,17700.0,2100.0,2022,S
3556,S2CA01060,"MEUSER, MARK",C,2,REP,1052436.88,0.0,1032273.58,0.0,0.0,20163.3,0.0,0.0,0.0,0.0,0.0,30080.88,1037039.15,CA,0.0,,,,,,10749.0,0.0,12/31/2022,226.0,0.0,2022,S
3557,S2CA01094,"WILLIAMS, CORDIE LEE DR.",C,2,REP,361394.35,0.0,361161.99,0.0,0.0,232.36,0.0,0.0,0.0,0.0,0.0,0.0,360844.35,CA,0.0,,,,,,550.0,0.0,12/31/2022,160.0,0.0,2022,S
3558,S2CA01110,"SMITH, CHARLES E",C,2,REP,24672.6,0.0,24672.6,0.0,0.0,0.0,9032.6,6350.0,0.0,0.0,0.0,0.0,4215.0,CA,0.0,,,,,,0.0,0.0,09/17/2022,50.0,0.0,2022,S
3559,S2CA01185,"HALL, MYRON LOUIS DR.",C,2,REP,106055.54,0.0,104086.38,0.0,0.0,1969.16,5137.33,85760.0,0.0,0.0,0.0,85760.0,9843.05,CA,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3560,S2CA01250,"ELIST, JON",C,2,REP,516699.0,0.0,516699.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,316699.0,CA,0.0,,,,,,0.0,0.0,06/30/2022,30718.0,0.0,2022,S
3561,S4CA00407,"GARY-PANDOL, DENICE LYN MS.",,2,REP,27424.32,0.0,17907.57,0.0,0.0,9516.75,100.0,0.0,0.0,0.0,0.0,4583.4,27324.32,CA,0.0,,,,,,0.0,0.0,12/31/2022,1125.32,0.0,2022,S
3562,S8CA00515,"BRADLEY, JAMES P.",C,2,REP,150696.93,0.0,154265.32,0.0,3653.16,84.77,0.0,15472.97,0.0,17190.9,0.0,9382.6,128529.3,CA,0.0,,,,,,0.0,0.0,12/31/2022,2455.5,0.0,2022,S
3563,S8CA00572,"BHUMITRA, ARUN K",C,2,REP,0.0,0.0,4916.0,0.0,4916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA,0.0,,,,,,0.0,0.0,03/31/2021,4886.0,0.0,2021,S
3564,S8CA00598,"DE LA FUENTE, ROQUE ROCKY",C,2,REP,11004.71,0.0,43914.24,0.0,32909.53,0.0,0.0,9500.0,1500.0,27836.28,0.0,0.0,0.0,CA,0.0,,,,,,0.0,0.0,03/23/2022,0.0,0.0,2022,S
3565,S0CA00496,"BRADFORD, DAPHNE",C,3,IND,10063.87,0.0,10899.34,0.0,4297.07,-835.47,0.0,4348.13,0.0,0.0,0.0,4348.13,5715.74,CA,0.0,,,,,,0.0,0.0,10/31/2022,0.0,0.0,2022,S
3566,S0CO00211,"BENNET, MICHAEL F.",I,1,DEM,20720493.62,2336308.56,20505581.82,350.0,530128.36,740793.16,1559.37,0.0,0.0,0.0,0.0,374819.0,16971970.14,CO,0.0,,,,,,1296659.25,1000.0,12/31/2022,231252.8,30702.15,2022,S
3567,S0CO00286,"ROMANOFF, ANDREW",C,1,DEM,248833.65,69066.02,323887.71,0.0,75054.06,0.0,173366.65,0.0,0.0,248000.0,0.0,0.0,0.0,CO,0.0,,,,,,0.0,0.0,02/26/2021,150.0,0.0,2021,S
3568,S0CO00435,"GARCIA, LORENA LORENA FOR",C,1,DEM,0.0,0.0,0.0,0.0,-2317.97,-2317.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CO,0.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,2021,S
3569,S0CO00450,"ZORNIO, PATRICIA ANNE",C,1,DEM,0.0,0.0,13188.54,0.0,13188.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CO,0.0,,,,,,0.0,0.0,03/27/2021,0.0,0.0,2021,S
3570,S0CO00468,"JOHNSTON, MICHAEL C",C,1,DEM,0.0,0.0,28596.56,0.0,1151110.13,1122513.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CO,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3571,S0CO00484,"SPAULDING, STEPHANY ROSE",C,1,DEM,0.0,0.0,6619.28,0.0,6619.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CO,0.0,,,,,,0.0,0.0,07/15/2021,0.0,0.0,2021,S
3572,S0CO00500,"BAER, DAN",C,1,DEM,87.0,0.0,37692.01,0.0,37605.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CO,0.0,,,,,,0.0,0.0,07/14/2021,-51252.16,0.0,2021,S
3573,S0CO00575,"HICKENLOOPER, JOHN W.",I,1,DEM,1005916.94,0.0,1417782.01,0.0,1642083.02,1230217.95,0.0,0.0,0.0,0.0,0.0,0.0,845397.75,CO,0.0,,,,,,69309.5,0.0,12/31/2022,1858.77,0.0,2022,S
3574,S2CO00191,"BRESLIN, KAREN",C,1,DEM,4606.44,0.0,4625.63,0.0,0.0,-19.19,1997.44,0.0,0.0,0.0,0.0,0.0,2560.0,CO,0.0,,,,,,0.0,49.0,07/13/2022,25.0,0.0,2022,S
3575,S2CO00167,"YU, PETER",C,2,REP,213755.0,0.0,213823.96,0.0,0.0,-68.96,0.0,50000.0,0.0,36000.0,0.0,14000.0,163755.0,CO,0.0,,,,,,0.0,0.0,09/30/2022,109425.0,0.0,2022,S
3576,S2CO00175,"AADLAND, ERIK",C,2,REP,1453230.3,75781.26,1434783.01,0.0,0.0,18447.29,9621.32,144000.0,0.0,74564.21,0.0,69435.79,1173389.12,CO,0.0,,,,,,39228.61,0.0,12/31/2022,3374.0,0.0,2022,S
3577,S2CO00209,"BREMER, ELI",C,2,REP,503475.54,0.0,501122.34,0.0,0.0,2353.2,0.0,0.0,0.0,0.0,0.0,68290.94,498475.54,CO,0.0,,,,,,5000.0,0.0,12/31/2022,34900.0,0.0,2022,S
3578,S2CO00225,"CAMPANA, GINO",C,2,REP,999335.94,0.0,999335.94,0.0,0.0,0.0,23687.66,500000.0,0.0,328740.52,0.0,0.0,469989.66,CO,0.0,,,,,,2900.0,0.0,07/21/2022,58200.0,0.0,2022,S
3579,S2CO00233,"HANKS, RON",C,2,REP,165544.27,0.0,165543.32,0.0,0.0,0.95,0.0,35100.0,0.0,11671.0,0.0,23429.0,130444.27,CO,0.0,,,,,,0.0,0.0,12/31/2022,20.0,0.0,2022,S
3580,S2CO00241,"O'DEA, JOSEPH MATTHEW",C,2,REP,10234964.77,591670.07,10134099.48,93945.1,0.0,100865.29,661398.47,4088000.0,0.0,228000.0,0.0,3909443.27,4426702.57,CO,0.0,,,,,,413231.33,51200.0,12/31/2022,42700.55,13560.0,2022,S
3581,S2CO00258,"FLORA, DEBORAH",C,2,REP,401901.84,0.0,401120.15,0.0,0.0,781.69,52912.62,50000.0,0.0,45349.0,0.0,4651.0,297400.76,CO,0.0,,,,,,0.0,0.0,12/31/2022,48200.0,0.0,2022,S
3582,S2CO00274,"MOORE, GREGORY JOHN DR.",C,2,REP,17164.78,0.0,17164.78,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,5500.0,11224.78,CO,0.0,,,,,,0.0,0.0,07/11/2022,0.0,0.0,2022,S
3583,S4CO00379,"TRUJILLO, FLOYD",C,2,REP,0.0,0.0,0.0,0.0,1024.25,1024.25,0.0,0.0,0.0,0.0,0.0,102930.68,0.0,CO,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3584,S4CO00395,"GARDNER, CORY",I,2,REP,28140.92,20800.43,81751.2,0.0,1049344.21,995733.93,0.0,0.0,0.0,0.0,0.0,0.0,-3488.36,CO,0.0,,,,,,0.0,0.0,12/31/2022,5615.0,0.0,2022,S
3585,S0CO00344,"NAPOLITANO, JASON ANDREW",C,3,IND,0.0,0.0,117.18,0.0,678.61,561.43,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,CO,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,2022,S
3586,S0CT00177,"BLUMENTHAL, RICHARD",I,1,DEM,7271751.23,2076893.39,9925905.84,0.0,3904043.37,1249888.76,1265.7,0.0,0.0,0.0,0.0,0.0,3730342.83,CT,0.0,,,,,,1298425.0,0.0,12/31/2022,81943.83,12400.0,2022,S
3587,S2CT00132,"MURPHY, CHRISTOPHER S",I,1,DEM,861276.38,0.0,1696065.39,0.0,4767682.81,3932893.8,0.0,0.0,0.0,0.0,0.0,0.0,1128459.93,CT,0.0,,,,,,5000.0,0.0,12/31/2022,13587.32,1000.0,2022,S
